Series Name	Series Code	Country Name	Country Code	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	South Africa	ZAF	..	..	36.3	..	..	..	34.8	..	..	..	..	25.7	..	..	16.7	..	16.2	..	..	..	18.7	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	44.7	..	..	..	..	..	..	76.4	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Spain	ESP	..	1.2	..	..	..	..	0.5	..	..	0.8	0.8	0.8	0.8	0.4	0.5	0.8	0.7	1.1	0.9	1.2	0.8	0.9	1.2	0.7	0.9
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Sri Lanka	LKA	..	9.5	..	..	..	..	..	..	8.8	..	..	..	4.4	..	..	2.8	..	..	1.9	..	..	..	0.9	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	St. Lucia	LCA	..	34.7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4.6	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15.7	..	..	..	..	12.2	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Suriname	SUR	..	..	..	..	..	21.1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Sweden	SWE	..	0.2	..	..	..	..	0	..	..	0.3	0.4	1	0.3	0.4	0.6	0.4	0.5	0.5	0.5	0.6	0.5	0.4	0.3	0.2	0.7
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Switzerland	CHE	..	..	..	..	..	..	0	..	0	..	..	..	0	0	0.1	0	0	0	0	0	0	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Syrian Arab Republic	SYR	..	..	2.1	..	..	..	..	..	..	0.9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Tajikistan	TJK	..	..	..	..	..	50.7	..	..	..	27	13.3	..	..	9.2	..	4	..	..	..	..	..	4.1	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Tanzania	TZA	..	..	..	..	..	..	86.2	..	..	..	..	..	..	60.3	..	..	..	49.6	..	..	..	..	..	49.4	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Thailand	THA	3.1	..	2.2	..	1.5	2.5	2.4	..	1.1	..	0.7	..	0.7	0.3	0.1	0.2	0.1	0	0.1	0	0	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Timor-Leste	TLS	..	..	..	..	..	..	..	38.5	..	..	..	..	..	37.4	..	..	..	..	..	..	22	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Togo	TGO	..	..	..	..	..	..	..	..	..	..	..	..	56.5	..	..	..	..	55	..	..	..	51.1	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Tonga	TON	..	..	..	..	..	..	2.5	..	..	..	..	..	..	..	..	1.1	..	..	..	..	..	1	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Trinidad and Tobago	TTO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Tunisia	TUN	..	11.8	..	..	..	..	6	..	..	..	..	3.4	..	..	..	..	2	..	..	..	..	0.2	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Turkey	TUR	3	..	..	..	..	..	..	..	2.1	3.9	2	2.3	1.8	1.3	0.6	0.7	0.8	0.1	0.1	0.3	0.2	0.2	0.2	0.1	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Turkmenistan	TKM	..	..	..	..	49.8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Tuvalu	TUV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3.3	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Uganda	UGA	..	..	63.4	..	..	67.5	..	..	65.6	..	..	57	..	..	..	45.3	..	..	35.7	..	..	..	41.3	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Ukraine	UKR	..	4.8	5	..	..	..	..	..	1.5	0.6	0.5	0.2	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	United Kingdom	GBR	0.2	1	..	..	..	0.2	0.2	0.2	0.2	0.5	0.4	0.5	0.2	0.3	0.3	0.2	0.1	0.4	0.2	0.2	0.2	0.1	0.2	0.3	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	United States	USA	0.5	0.5	0.5	0.7	0.7	0.7	0.7	0.7	0.7	1	1	1	1	1	1	1	1	1	1	1	1.2	1.2	1	1.2	1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Uruguay	URY	..	0.4	0.5	0.5	0.6	..	0.5	0.4	0.5	0.7	0.8	0.7	0.5	0.3	0.2	0.2	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Uzbekistan	UZB	..	..	..	..	39.9	..	61.5	..	57.5	61.6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13.2	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Venezuela, RB	VEN	..	9.4	..	..	9.8	11.1	..	9.3	15.5	18.8	15.8	13.9	6.7	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Vietnam	VNM	..	..	..	31.4	..	..	..	..	37	..	25.8	..	18.8	..	14.1	..	4	..	2.7	..	2.6	..	1.8	..	1.8
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	West Bank and Gaza	PSE	..	..	..	..	..	..	..	..	..	..	0.8	0.7	0.3	1.5	..	0.3	0.2	0.2	..	..	..	..	0.8	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Yemen, Rep.	YEM	..	..	..	..	7	..	..	..	..	..	..	9.4	..	..	..	..	..	..	..	..	18.3	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Zambia	ZMB	..	..	43.6	..	43.8	..	..	..	52.1	..	58.4	..	62.1	..	..	..	65.8	..	..	..	..	58.7	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Zimbabwe	ZWE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	21.4	..	..	..	..	..	33.9	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	East Asia & Pacific	EAS	49.7	44.6	40.2	40.2	41.5	37.9	34.8	32.8	29.1	25.9	22.5	18.4	17.9	15.7	14.8	12.9	10.8	8.2	6.9	3.3	2.7	2.1	1.7	1.4	1.2
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Europe & Central Asia	ECS	7.4	6.8	7	5.9	5.8	7.8	7.3	6.6	5.7	5.8	4.8	4.7	4	3.3	2.7	2.5	2.4	2	1.9	1.6	1.8	1.5	1.3	1.3	1.1
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Fragile and conflict affected situations	FCS	..	57.9	57.2	56.2	..	55	..	52.4	50.3	49.5	47.1	45.8	44.3	43.1	42.2	41.8	40	38.3	36.3	36.1	34.8	36.6	37.4	37.7	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	High income	HIC	..	..	0.7	..	..	0.6	..	..	0.6	..	..	0.6	..	..	0.5	..	0.6	0.6	0.6	0.6	..	0.7	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	IDA countries classified as fragile situations	DFS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	IDA total	IDA	55	53.2	51.3	50.8	51.4	51.2	50.8	49.8	48.9	48.4	45.1	42.5	41.1	39.5	38.2	37.5	35.8	34.2	32.6	32.1	31	31	30.8	30.2	29.3
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Latin America & Caribbean	LCN	13.5	13.6	15.3	14.5	13.7	13.9	12.7	12.5	11.9	11.4	10.4	9.8	8	7.5	7	6.6	6	5.6	4.6	4.2	3.9	3.7	3.8	3.8	3.7
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Low & middle income	LMY	40.7	38.4	36.3	36.1	36.4	35.1	33.7	32.6	31.1	29.8	27.6	25.3	24.4	23	22.1	21.2	19.2	16.7	15.4	13.6	12.7	12.1	11.6	11.1	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Low income	LIC	..	65.3	64	62.6	62.5	61.9	60.8	59.1	59	59.5	55.8	53.9	52.9	51.5	49.8	49.9	48.5	47.5	46	45.2	44.7	45.8	45.9	45.6	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Lower middle income	LMC	42.6	41.5	39.9	..	..	..	..	..	37.7	36.7	35.1	33.2	31.9	30.2	29.1	28.1	25.2	21.5	19.9	18.5	16.9	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Middle East & North Africa	MEA	6.3	6.4	6	5.2	4.1	3.7	3.5	3.3	3.4	4.4	3.4	3.1	2.9	2.9	2.8	2.4	2	2.3	2.2	2.1	2.5	4.3	5.2	6.3	7
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Middle income	MIC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	South Asia	SAS	45.3	43.6	41.8	..	..	..	..	..	40	39.1	37.6	35.1	33.9	32	30.7	29.6	26	20.9	19.2	17.1	15.2	..	..	..	..
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Sub-Saharan Africa	SSF	60.8	60.5	59.2	58.7	58.9	58.7	58.4	57.2	55.9	55.8	53.3	51.9	50.8	49.9	48.8	48.9	47.5	45.5	43.9	43.5	42.3	42	41.9	41.2	40.4
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	Upper middle income	UMC	35.8	32.3	29.7	29.5	30.4	28	25.4	23.9	21.1	19.2	16.5	13.6	13	11.6	10.9	9.7	8.3	6.3	5.4	2.8	2.4	2	1.9	1.7	1.6
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)	SI.POV.DDAY	World	WLD	33.2	31.3	29.7	29.6	29.9	28.8	27.8	26.9	25.7	24.7	22.9	21	20.3	19.1	18.4	17.6	16	13.9	12.9	11.4	10.7	10.1	9.7	9.3	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Albania	ALB	..	..	11.2	..	..	..	..	..	14.1	..	..	8.7	..	..	5.3	..	..	..	6.2	..	11.6	8.2	9.4	8.2	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Algeria	DZA	..	23.5	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3.7	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Angola	AGO	..	..	..	..	..	..	59.7	..	..	..	..	..	..	..	60.6	..	..	..	..	..	..	..	..	..	71.5
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Argentina	ARG	6.8	10.2	12	11.2	12.5	13.1	15.1	19.2	30.3	17.3	13.9	11.2	8.8	7.2	7	6.1	4.9	3.3	3.5	3.2	3.6	..	3.6	3.2	4
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Armenia	ARM	..	..	..	..	..	44.8	..	47.4	43.8	39.7	29	19.5	15.5	13.8	9.3	13.9	14.1	13.1	11.3	11.4	11.4	9.5	9.6	8.1	9.4
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Australia	AUS	..	1	..	..	..	..	..	1	..	1.2	0.7	..	..	..	0.7	..	0.7	..	..	..	0.7	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Austria	AUT	0.5	1.2	..	0.5	..	..	0.2	..	..	0.4	0.1	0.2	0.2	0.6	0.6	0.7	0.6	0.6	0.7	0.4	0.3	0.7	0.9	0.4	0.7
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Azerbaijan	AZE	..	25.4	..	..	..	..	..	16.7	0.6	0.9	0.2	0	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Bangladesh	BGD	..	74.8	..	..	..	..	72.3	..	..	..	..	65.8	..	..	..	..	60	..	..	..	..	..	52.3	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Belarus	BLR	..	..	..	..	39.8	34.9	27.8	15.6	11.4	9.4	4.7	2.7	1.2	1.1	0.5	0.6	0.2	0.1	0.1	0	0	0	0	0	0
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Belgium	BEL	..	0.7	..	0.5	..	..	0.7	..	..	0.5	0.1	0.3	0.2	0.2	0.1	0.2	0.2	0.3	0.2	0.2	0.1	0.2	0.1	0.2	0.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Belize	BLZ	26.3	..	31.3	34.8	33.1	27.7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Benin	BEN	..	..	..	..	..	..	..	..	..	79.8	..	..	..	..	..	..	..	76.8	..	..	..	76.2	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Bhutan	BTN	..	..	..	..	..	..	..	..	..	45.3	..	..	..	30.6	..	..	..	..	14.7	..	..	..	..	12.2	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Bolivia	BOL	..	..	..	31.9	..	38.1	41.3	36.1	38.2	..	28.9	32	28.5	26.3	20	18.3	..	14	14.6	12.2	12.1	11.6	13.1	12.4	11
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Bosnia and Herzegovina	BIH	..	..	..	..	..	..	..	0.9	..	..	0.6	..	..	0.4	..	..	..	0.7	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Botswana	BWA	..	..	..	..	..	..	..	..	48.7	..	..	..	..	..	..	35.5	..	..	..	..	..	36.5	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Brazil	BRA	..	26.8	27.2	27.5	25.3	27.1	..	23.3	22.3	23.3	21.4	19.6	17	15.6	13.4	12.4	..	10.2	9	7.9	7	7.7	8.8	9.1	9.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Bulgaria	BGR	..	..	..	..	..	..	..	..	..	..	..	..	11	4.8	3.4	2.9	4.4	5	5.4	5	3.9	6	4.6	3.3	2.2
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Burkina Faso	BFA	92.9	..	..	..	91.4	..	..	..	..	80.5	..	..	..	..	..	81.8	..	..	..	..	76.7	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Burundi	BDI	..	..	..	..	95.4	..	..	..	..	..	..	..	93.1	..	..	..	..	..	..	89.6	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Cabo Verde	CPV	..	..	..	..	..	..	..	38.1	..	..	..	..	..	26.9	..	..	..	..	..	..	..	15.4	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Cambodia	KHM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Cameroon	CMR	..	..	75.4	..	..	..	..	55.8	..	..	..	..	..	58.4	..	..	..	..	..	..	47	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Canada	CAN	0.2	..	..	0.5	0.5	..	0.5	..	..	..	0.2	..	..	0.2	..	..	0.2	..	0.2	0.5	0.5	0.5	0.5	0.5	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..	..	..	82.9	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Chad	TCD	..	..	..	..	..	..	..	..	..	83.7	..	..	..	..	..	..	..	66.3	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Chile	CHL	15.2	..	12.2	..	11.1	..	12.1	..	..	11.2	..	..	5.4	..	..	4	..	2.6	..	1.3	..	1	..	0.7	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	China	CHN	..	..	72.9	..	..	68.4	..	..	57.7	..	..	43.2	..	..	34.7	..	28.6	23.5	20.2	12.1	9.5	7	5.4	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Colombia	COL	..	..	32.4	..	..	36.4	31.4	37.7	28.5	27.7	26.9	23.9	..	..	22.6	20.7	18.5	16.5	15.6	14.2	13.2	11.9	11.8	11.1	11.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Comoros	COM	..	..	..	..	..	..	..	..	..	..	37.4	..	..	..	..	..	..	..	..	..	39.7	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Congo, Dem. Rep.	COD	..	..	..	..	..	..	..	..	..	..	98.5	..	..	..	..	..	..	..	91.4	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Congo, Rep.	COG	..	..	..	..	..	..	..	..	..	..	..	76.2	..	..	..	..	..	64.1	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Costa Rica	CRI	13.9	14.5	17	14.1	11.4	13.4	13.9	10.9	9.9	9.9	9.3	8	7.8	5.4	5.3	5.7	4.2	4.4	4.3	4.2	4	4.1	3.8	2.8	3.7
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Cote d'Ivoire	CIV	..	50.8	..	..	60.6	..	..	..	58.1	..	..	..	..	..	59.1	..	..	..	..	..	..	59.1	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Croatia	HRV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.7	2.3	1.9	2.2	2	1.8	1.3	1.3	1.1	0.7
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Cyprus	CYP	..	..	..	..	..	..	..	..	..	..	0.1	0.1	0	0	0	0.1	0.1	0	0	0.2	0.2	0.1	0.1	0.1	0.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Czech Republic	CZE	..	..	0.2	..	..	..	..	..	0	..	0	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.3	0.1	0.1	0	0.1	0.1	0
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Denmark	DNK	..	0.2	..	..	..	..	0	..	..	0.4	0.3	0.3	0.2	0.3	0.4	0.6	0.1	0	0	0.3	0.2	0.2	0.3	0.2	0.2
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Djibouti	DJI	..	..	..	..	..	..	..	..	47.3	..	..	..	..	..	..	..	..	..	38	44.2	..	..	..	39.8	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Dominican Republic	DOM	..	..	13.5	12.6	..	..	12.9	12.3	14	17.1	22.5	16.4	13.8	13.3	13.7	12.3	12	10.4	11.1	10.1	7.8	6.4	5.9	3.8	2.6
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Ecuador	ECU	34.9	..	..	..	..	40.3	50	..	..	30.5	31.9	25.3	19.9	19.4	18.3	17.3	14.9	12.2	11.5	10.1	8.6	9.4	9.4	8.7	9.7
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Egypt, Arab Rep.	EGY	..	41.6	..	..	..	26.7	..	..	..	..	35.4	..	..	..	33.5	..	23.7	..	19	..	..	18.2	..	28.9	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	El Salvador	SLV	..	27.6	29.2	..	33.1	29	24.3	25.9	26.2	27.2	22.9	23.1	19.2	15.3	19.8	19.4	18.3	16.7	14.7	12.7	12.4	10.2	10.7	8.7	8
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Estonia	EST	..	..	..	..	..	..	..	..	..	4.9	2.7	1.6	1.3	0.8	0.7	1.1	1.6	1.6	1.3	1.5	1.2	0.9	0.7	0.5	0.5
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Eswatini	SWZ	92.1	..	..	..	..	..	72	..	..	..	..	..	..	..	..	65.1	..	..	..	..	..	..	52.1	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Ethiopia	ETH	..	88.6	..	..	..	89.2	..	..	..	..	79.8	..	..	..	..	..	74.6	..	..	..	..	68.9	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Fiji	FJI	..	..	..	..	..	..	..	..	14.2	..	..	..	..	..	10.9	..	..	..	..	7.5	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Finland	FIN	..	0	..	..	..	..	0	..	..	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	France	FRA	0.2	..	..	..	..	..	0.2	..	..	0.2	0.1	0.1	0	0	0	0.1	0.1	0.1	0.1	0.1	0	0.2	0.1	0	0.1
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Gabon	GAB	..	..	..	..	..	..	..	..	..	..	..	25.8	..	..	..	..	..	..	..	..	..	..	..	11.2	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Gambia, The	GMB	..	..	..	..	86.9	..	..	..	..	69.8	..	..	..	..	..	..	53.5	..	..	..	..	38.4	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Georgia	GEO	..	..	16.7	35.8	34.6	41.3	44.2	46.4	29.9	30.1	27.8	30.1	30.1	32.5	28.9	28.9	30.6	28.3	25.4	20.8	17.8	15.7	16.1	16.1	15.5
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Germany	DEU	0.2	0.2	..	..	0	..	0.2	0	0	0.2	0.2	0	0	0	0.2	0	0.2	0	0	0	0.2	0	0.2	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Ghana	GHA	..	..	..	..	62.1	..	..	..	..	..	..	48	..	..	..	..	..	..	30.9	..	..	..	29.3	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Greece	GRC	..	2.2	..	..	..	..	1	..	..	0.7	1	0.5	0.9	0.8	0.5	0.7	1.3	2	2.9	2.7	3	2.9	2.1	1.6	0.3
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Guatemala	GTM	..	..	..	..	28.3	..	22.4	..	..	..	..	..	24.3	..	..	..	..	..	..	..	24.4	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Guinea	GIN	73.8	..	..	..	..	..	..	..	84.5	..	..	..	..	81.4	..	..	..	..	70.9	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	84.5	..	..	..	..	..	..	..	85.4	..	..	..	..	..	..	..	..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC	Guyana	GUY	..	..	..	..	24	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
